year,avgTemp,minTemp,maxTemp,rainFall,avgPrice
20180407,4.2,1.4,8.6,0.2,3518
20180408,3.9,0.6,7.9,3,3518
20180409,7.9,0.1,15.4,0,3511
20180410,15.1,6.9,21.9,5,3513
20180411,12.6,8.7,17.3,0,3501
20180412,13.3,6.8,19.6,0,3487
20180413,14.6,8.3,19.3,0,3484
20180414,9,7.5,14.8,9,3484
20180415,9.5,5.6,14.2,0,3484
20180416,11.6,4.9,18.8,0,3507
20180417,12.9,6.8,20.1,0,3505
20180418,12.4,6.2,19.3,0,3504
20180419,14,7.4,20.5,0,3410
20180420,18.4,11,26.3,0,3410
20180421,18.7,12.3,25.6,0,3410
20180422,15.5,10.7,21,15.5,3410
20180423,9.3,8.4,10.7,59,3272
20180424,12.1,8.9,16.1,3,3274
20180425,14.6,5.7,23.3,0,3269
20180426,14.9,10,22.1,0,3273
20180427,15.7,9.7,23.3,0,3226
20180428,15.4,10.5,21.7,0,3226
20180429,16.2,9.4,22.9,0,3226
20180430,19.2,14.1,25,0,3279
20180501,20.4,17.8,23.3,0,3279
20180502,15.1,8.7,19.7,12,3441
20180503,11.2,6.9,14.7,1,3427
20180504,14.1,8.8,20,0,3270
20180505,18.3,11.6,24.6,0,3270
20180506,16.6,15,20.7,22,3270
20180507,19.2,14,25.5,0,3270
20180508,17.5,11.6,22.9,0,2943
20180509,15.7,9.2,21.8,0,2940
20180510,15.4,11.3,21.4,0,2936
20180511,16.1,11.9,21.3,0,2937
20180512,14.2,11.8,16.1,32,2937
20180513,15.8,12.7,20,0.5,2937
20180514,18.2,11.9,24.5,0,2949
20180515,23.2,15.4,29.3,0,2948
20180516,22.3,21.8,24.4,45,2881
20180517,20.9,18.8,23.5,83,2851
20180518,16.3,12.2,19.3,6.5,2862
20180519,17.6,10.3,24.7,0,2862
20180520,17,11.5,22.6,0,2862
20180521,17.8,11.3,23.7,0,3006
20180522,18.1,15.4,23.2,12.5,3006
20180523,17.3,13.6,23.3,6.5,3036
20180524,18.3,11.2,23.7,0,2997
20180525,19.7,13.8,26.2,0,3002
20180526,21.8,14,29.6,0,3002
20180527,20.3,17.3,24.7,0,3002
20180528,22.3,16.2,29.1,0,2733
20180529,21.4,19.1,25.9,1,2770
20180530,20.2,15.8,24.7,0,2725
20180531,20.9,14.2,27.6,0,2688
20180601,23.8,17.5,30.2,0,2648
20180602,23.4,17.6,30.1,0,2648
20180603,24,16.9,30.8,0,2648
20180604,22.6,18.9,27.5,0,2567
20180605,23.7,17.7,29.2,0,2598
20180606,23,18.4,27.9,0,2598
20180607,22.2,17.8,29.4,0,2641
20180608,21.9,18.5,27,0,2639
20180609,23.7,18.9,30.1,0.5,2639
20180610,21.3,18.3,24.9,0.5,2639
20180611,20.2,18,23.9,5,2630
20180612,21.3,16.6,27.1,0,2639
20180613,22,18.3,27,0,2639
20180614,21.6,18.8,25.1,29,2640
20180615,21.7,17.2,27,16.5,2630
20180616,22.5,16.3,28.7,0,2630
20180617,22.8,18.9,27.5,0,2630
20180618,24.8,19.9,30.8,0,2609
20180619,22.4,19.1,27.2,0,2609
20180620,22.7,19.1,28.4,0,2604
20180621,23.7,19.4,28.7,0,2597
20180622,25,18.2,32,0,2595
20180623,24.5,20.9,28.9,0,2595
20180624,25.2,20.1,32.1,0,2595
20180625,27.1,21.3,32.9,0,2601
20180626,22.3,20.2,26.9,71.5,2606
20180627,22.3,19.1,25.5,1,2616
20180628,23.3,20.6,27.3,26.5,2629
20180629,24.7,21.9,29.1,6.5,2627
20180630,24.4,21.6,27.9,14.5,2627
20180701,21.9,21,22.8,83.5,2627
20180702,22.6,20.6,25.3,59.5,2587
20180703,27.4,22.5,32.6,0.1,2553
20180704,27.3,24,31.8,0,2546
20180705,25.3,23.4,29,0.5,2554
20180706,23.9,21.5,27.1,0,2560
20180707,23.7,19.5,29.2,0,2560
20180708,23.3,17.7,28.1,0,2560
20180709,20.8,20.1,24.2,14,2612
20180710,23.7,20.4,26.5,16.5,2637
20180711,26.8,24.4,29.5,3,2675
20180712,26.6,25.1,28.2,1,2721
20180713,27.3,24.7,30.9,0,2742
20180714,27.9,24.6,31.9,0,2742
20180715,28.3,24.5,33.2,0,2742
20180716,28.7,24,34,0,2816
20180717,28.1,23.9,32.1,0,2832
20180718,28.2,23.7,33.2,0,2871
20180719,28.7,23.2,34.1,0,2943
20180720,29.5,24.6,34.7,0,2943
20180721,30.6,24.9,36.9,0,2943
20180722,31.8,25.3,38,0,2943
20180723,31.7,29.2,35.7,0,3140
20180724,31.4,27.2,36.8,0,3178
20180725,30.1,27.7,34.1,0,3374
20180726,30.1,27.3,33.7,0,3614
20180727,30.9,27.2,35.4,0,3669
20180728,29.5,28,35.2,7.5,3669
20180729,31.3,26.4,36.7,0,3669
20180730,31.7,26.2,36.9,0,3649
20180731,32.6,27.8,38.3,0,3549
20180801,33.6,27.8,39.6,0,3388
20180802,33.7,30.3,37.9,0,3241
20180803,33.1,30,37.9,0,3055
20180804,31.1,28,34.9,0,3055
20180805,30,27.2,33.9,2,3055
20180806,30.5,28.3,35.3,6.5,3358
20180807,30.5,26.8,35.9,0,3522
20180808,31,27.6,35.3,0,3663
20180809,28.8,27.1,32.5,2,3839
20180810,30.7,25.7,36.8,0,3956
20180811,31,26.4,36,0,3956
20180812,30.6,27.2,35.3,5,3956
20180813,30.5,26.7,34.4,1,3492
20180814,31.7,27.7,37.2,0,3472
20180815,31.7,28.3,38,1,3472
20180816,29.9,24.1,35.6,0,3545
20180817,27.2,21.7,33.8,0,3587
20180818,26.7,21.5,32.1,0,3587
20180819,28.2,23,34.4,0,3587
20180820,29.1,25.1,33.3,0,3990
20180821,26.6,23.4,31,5,4063
20180822,30.7,23.4,37.6,0,4288
20180823,29.4,25.7,32.2,3,4387
20180824,24.4,23.2,26.3,7.5,4435
20180825,25.2,22.7,29.3,0,4435
20180826,23.2,20.3,29,2,4435
20180827,22.7,20.2,24.9,19.5,4896
20180828,23.7,22.5,26.1,96.5,4935
20180829,25.2,22.7,27.4,42,5011
20180830,25.3,23.9,28.2,9.5,5097
20180831,25.6,22.8,30.3,0.1,5182
20180901,25.5,20.8,30.9,0,5182
20180902,25.1,20.1,29.6,0,5182
20180903,23.3,21.4,25.8,34.5,5273
20180904,23.2,20,27.8,0,5255
20180905,24,19.6,28.5,0,5219
20180906,24.1,20.9,28.2,1,5165
20180907,22,19.1,25.5,0.5,5091
20180908,21.7,15.9,27.7,0,5091
20180909,22.2,15.6,28.9,0,5091
20180910,22.9,18.6,28.4,0,4990
20180911,21.6,16.8,26.1,0,4984
20180912,22.8,16.8,28.2,0,4964
20180913,23.5,20.3,28.3,0,4960
20180914,23.5,20.3,26.8,0.5,4941
20180915,23.3,21,26,0.2,4941
20180916,22.2,21,23.9,2,4941
20180917,22.3,18.5,27.7,0.1,4879
20180918,22,17.7,26.5,0,4833
20180919,22.1,18.9,26.6,0.2,4788
20180920,19,17.8,20.1,5,4760
20180921,19.4,17.6,21.9,18,4751
20180922,20.8,17.2,25.5,6.5,4751
20180923,19.4,15.6,25.3,0,4751
20180924,17.6,14.2,22.1,0,4751
20180925,17.8,10.8,24.3,0,4751
20180926,19.4,16.2,24.8,0,4751
20180927,18.9,13.2,25,0,4668
20180928,17.5,14.3,22.2,0,4618
20180929,20.2,14.6,27,0,4618
20180930,17.6,14,21.6,0,4618
20181001,15.4,13,19.7,0,4473
20181002,15.9,10.3,22,0,4440
20181003,17.3,11.2,24.2,0,4440
20181004,19.3,13,25.6,0,4395
20181005,16.9,15.7,19,36.5,4359
20181006,18,16.3,21.7,55.5,4359
20181007,16.4,12.3,21.1,0,4359
20181008,14.8,9.2,20.9,0,4164
20181009,15.3,10.7,19.8,0,4164
20181010,12,7.9,16.7,7,4023
20181011,9.7,6.1,13.9,0,3677
20181012,10.9,5.2,17.4,0,3402
20181013,12.5,6.1,19.8,0,3402
20181014,13.2,6.8,20.3,0,3402
20181015,15.2,10.9,21,0,3169
20181016,14.5,9.9,20.3,0,3101
20181017,12.4,8.4,18.6,0,2922
20181018,12.7,7.5,19,0,2844
20181019,13.1,7.2,20.4,0,2628
20181020,13.4,6.9,21.4,0,2628
20181021,13.4,7.2,21.1,0,2628
20181022,14,8.8,20.6,0,2653
20181023,12.2,9.8,16.9,5,2653
20181024,12.5,7.6,18.7,0,2781
20181025,13.8,7,21.2,0,2826
20181026,12.2,9.9,14.7,11,2823
20181027,8.7,6.2,11.6,0,2823
20181028,8.3,5.2,13.5,5.5,2823
20181029,7.2,3.4,11.7,0,2791
20181030,6.1,0.7,11.6,0,2811
20181031,7.4,3,12.6,0,2650
20181101,8.4,2.5,15.2,0,2364
20181102,10.6,4,19,0,2349
20181103,11.2,5,19.1,0,2349
20181104,11.6,5.3,19.4,0,2349
20181105,11.9,6.6,18.3,0,2509
20181106,12.2,8,17.5,0,2464
20181107,12.8,10.3,15.7,2,2260
20181108,11.8,10.5,14.7,64,2213
20181109,12.1,9.5,15.4,1,2137
20181110,11.9,8.8,17.1,0,2137
20181111,8.1,5.4,10.9,0,2137
20181112,8.1,3.1,15.1,0,2205
20181113,8.8,4.1,15.4,0,2133
20181114,9.8,4.8,16.6,0,2137
20181115,9.7,4.7,16.2,0,1945
20181116,8.8,4.2,14.5,0,1956
20181117,4.9,0.6,11.4,0,1956
20181118,6.1,1.9,10.7,0,1956
20181119,6.5,3.3,11.3,0,1911
20181120,6.5,0,12.7,0.2,1948
20181121,5.8,3.1,8.2,1,1990
20181122,2.3,-1.3,7.1,0,1976
20181123,1.9,-3.1,7.6,0,2014
20181124,2.6,0.3,3.8,10.9,2014
20181125,4.8,1.3,9.8,0,2014
20181126,6.3,1.6,13.6,0,2224
20181127,7.1,3.1,12.5,0,2321
20181128,5,2.1,11.1,0,2225
20181129,3.5,0.6,6.7,0,2230
20181130,2.7,-1.5,8,0,2243
20181201,5.5,0.8,12.4,0,2243
20181202,8.2,2.8,11.8,0,2243
20181203,11.5,9.3,13.5,9.5,2425
20181204,6.7,-0.3,11.8,5,2412
20181205,0,-4.3,3.4,0,2400
20181206,2.4,-1,6.8,0,2320
20181207,-7.3,-9.6,-1.1,0,2320
20181208,-8.3,-11.4,-4.4,0,2320
20181209,-7.2,-11.8,-2.1,0,2320
20181210,-2.5,-8.1,4.6,0,2242
20181211,0.2,-2.4,2.9,0,2233
20181212,-1.9,-5,2.4,0,2276
20181213,-2.2,-5.9,2.1,1.3,2266
20181214,-4.4,-7.8,0.6,0,2264
20181215,-2.4,-7.8,3.2,0,2264
20181216,0,-2.6,2.1,0.3,2264
20181217,1.6,-1.5,5.9,0.3,2383
20181218,2.6,-2.8,7.4,0,2402
20181219,4,1.3,9.5,0,2371
20181220,3.4,-1.1,10.4,0,2383
20181221,5.6,0.4,9.8,0,2320
20181222,6.9,2.9,12.4,0,2320
20181223,2.4,-3.4,7.5,0,2320
20181224,-2.3,-5.9,3.1,0,2608
20181225,0.6,-4,5.2,0,2608
20181226,-1.5,-7.1,3,0,2604
20181227,-10.1,-12.5,-6.5,0,2776
20181228,-10.5,-14.4,-6.6,0,2793
20181229,-7.6,-10.5,-3,0,2793
20181230,-6.8,-11.3,-0.9,0,2793
20181231,-5.4,-10.5,-0.5,0,3186
20190101,-5,-8.2,-0.6,0,3186
20190102,-4.9,-8.8,0.2,0,3190
20190103,-3.5,-8.4,3.2,0,3189
20190104,-1.1,-6.2,4.1,0,3131
20190105,-2.8,-5.5,1.1,0,3131
20190106,-2.8,-6.3,2.7,0,3131
20190107,-1.9,-6.2,3.1,0,3034
20190108,-3.5,-7.2,0.5,0,2915
20190109,-4.7,-9.4,1.3,0,2519
20190110,-0.6,-4.5,3,0,2441
20190111,2.4,-0.4,7.2,0,2426
20190112,2.8,-0.6,8,0,2426
20190113,1.2,-3,7.6,0,2426
20190114,1.4,-2.4,5.3,0,2405
20190115,-1.7,-7.2,2.6,0,2402
20190116,-5.2,-10.1,-1.1,0,2400
20190117,-0.3,-3.2,4,0,2399
20190118,0.6,-4.6,6.7,0,2396
20190119,3.6,0,8.5,0,2396
20190120,-1.4,-5.5,4,0,2396
20190121,-1.2,-6.7,4.2,0,2417
20190122,1.7,-3.3,7.1,0,2434
20190123,2,-0.8,7,0,2448
20190124,0.1,-4.6,6.5,0,2449
20190125,-1.2,-3.8,2.6,0,2611
20190126,-2.5,-6.5,2.4,0,2611
20190127,-0.1,-6.6,5.1,0,2611
20190128,1.2,-2.4,4.5,0,2717
20190129,-0.2,-5.6,7,0,2748
20190130,1.8,-2.8,6.6,0,2778
20190131,-2,-6.2,2.3,0,2798
20190201,-2.1,-7.4,2.8,0.3,2839
20190202,1.4,-3.2,6.1,0,2839
20190203,3.3,2,4.9,16,2839
20190204,-0.6,-3.3,3,0,2839
20190205,2.8,-3.6,10.1,0,2839
20190206,5.1,0.1,9.3,0,2839
20190207,-2.1,-8.2,6.3,0.5,3010
20190208,-6.1,-10.2,-1.3,0,3010
20190209,-5.4,-8.6,-1.9,0,3010
20190210,-5,-9.1,-1.9,0,3010
20190211,-3,-7.5,2,0,3013
20190212,-0.6,-4.1,3.7,0,3028
20190213,-2.1,-5.7,2.5,0,3027
20190214,-0.5,-5.9,6.3,0,3013
20190215,-0.8,-2.9,0.9,2.2,3009
20190216,-2.7,-5.1,1.5,0.2,3009
20190217,-1.8,-6.8,4.6,0,3009
20190218,0.9,-4.7,5.9,0,3004
20190219,1.4,0.2,3,4.6,2997
20190220,1.7,-0.1,4.5,0,2987
20190221,2.4,-2.6,9,0,2967
20190222,4,-1.6,10.8,0,2951
20190223,6.8,0.5,14.5,0,2951
20190224,6.3,1.2,13.7,0,2951
20190225,4.7,1.3,10.2,0,2945
20190226,5.2,-1.5,12,0,3002
20190227,7.8,4.7,14,0,3026
20190228,6.6,2,12.8,0,3038
20190301,6.6,1.2,13,0,3038
20190302,7.8,1.3,14.7,0,3038
20190303,9.4,2.5,16.1,0,3038
20190304,9.9,5,16.3,0,3265
20190305,8.4,5.6,12.9,0,3282
20190306,8.4,5.7,12.4,0,3290
20190307,7,3.1,12.7,0,3305
20190308,6.1,0.6,13.4,0,3311
20190309,7.2,-0.4,14.9,0,3311
20190310,10.1,6.7,15.3,0,3311
20190311,6.6,3.5,10,0,3367
20190312,3.9,-0.3,7.9,0,3362
20190313,3.5,-0.4,8.5,0,3378
20190314,5,-1.7,10,0,3366
20190315,5.5,1.6,11.3,3.5,3345
20190316,4.3,0.2,9.2,0,3345
20190317,6.3,2.6,12.4,0,3345
20190318,7.1,1.4,14.4,0,3335
20190319,10,3.4,16.7,0,3352
20190320,10.3,7.1,14.6,16.5,3362
20190321,7.1,1.9,11.1,3.3,3379
20190322,3.3,-0.7,8.3,0,3472
20190323,3.3,-0.4,8.2,1.7,3472
20190324,4.3,-0.8,9.7,0,3472
20190325,7.3,2.9,11.5,0,3475
20190326,11.4,7.4,17.6,0,3475
20190327,11.6,8.9,16.2,0,3482
20190328,9.4,5.6,14.6,0,3497
20190329,9.2,5.5,15.1,0,3520
20190330,5.2,3.5,8.4,1.8,3520
20190331,4.4,2.6,8.4,0,3520
20190401,5.5,0.3,11.3,0,3579
20190402,6.7,1.3,13,0,3588
20190403,7.6,1.9,13.6,0,3594
20190404,9.2,3,15.7,0,3576
20190405,11.4,7,17.2,0,3546
20190406,9.3,5.9,12.2,0.8,3546
20190407,12.6,5.6,20.3,0,3546
20190408,11.6,7.6,17.2,0,3531
20190409,9.2,4.7,13.9,17.4,3532
20190410,7.1,4.7,10.2,5.6,3534
20190411,9.5,4.3,15.7,0,3522
20190412,11.4,5.5,18.4,0,3509
20190413,11.8,6.2,17.9,0,3509
20190414,9.6,6.9,13.6,1.7,3509
20190415,11.6,3.9,18.1,0,3509
20190416,14.9,6.8,22.6,0,3531
20190417,15.3,9.1,21.8,0,3530
20190418,12.6,10.4,16.2,0,3536
20190419,13.8,9.6,19.7,0,3483
20190420,14.3,9.7,19.1,1.2,3483
20190421,14.8,12.2,20.2,0.3,3483
20190422,19.3,10.7,28.2,0,3298
20190423,20.4,15.3,25.5,0,3425
20190424,19.5,15.8,25.9,4.1,3414
20190425,13.2,9.4,17.2,11.3,3398
20190426,8.4,6.2,9.9,4.9,3387
20190427,11.6,4.1,18.2,0,3387
20190428,12.9,9.9,16.6,0,3387
20190429,13,8.3,17.3,0,3449
20190430,15.5,9,22.5,0,3459
20190501,16.4,11.2,22.2,0,3459
20190502,17.1,10.6,25.3,0,3491
20190503,17.9,10.1,26.1,0,3523
20190504,19.5,12,27.4,0,3523
20190505,19.2,13.6,26.5,0,3523
20190506,14.5,9.8,19.8,0,3523
20190507,15,8.4,21.9,0,3198
20190508,15.6,10.1,21.3,0,3135
20190509,16.6,11.7,22.9,0,3122
20190510,17.8,10.3,26.8,0,3112
20190511,20.3,13.2,28.3,0,3112
20190512,21.6,14.7,28.9,0,3112
20190513,18.7,15.5,22.8,0,3072
20190514,19.6,12.9,26.9,0,2961
20190515,20.7,14.8,28,0,2909
20190516,23.5,16.7,30,0,2820
20190517,23.6,17.6,28.3,0,2754
20190518,22.8,19.1,25.9,0,2754
20190519,19.4,17.9,21.6,22,2754
20190520,16.4,13,20.2,8.7,2856
20190521,17.2,11.7,23.8,0,2886
20190522,19.5,12.3,26.5,0,2916
20190523,22.1,15,29.2,0,2919
20190524,24.2,16.2,33.4,0,2889
20190525,23.4,18.4,28.6,0,2889
20190526,24.5,18.6,31.1,0,2889
20190527,17.8,14.3,22.3,7.1,2925
20190528,18.1,11.9,24.6,0,2609
20190529,20.3,13.3,26.5,0,2642
20190530,19.6,14.6,24.5,0,2592
20190531,19.1,16.1,23.3,0,2567
20190601,18.9,14.8,23.7,0,2567
20190602,21.1,14.1,27.8,0,2567
20190603,23.1,16,29.5,0,2543
20190604,22.6,17.6,29,0,2465
20190605,23,17.8,29.6,0,2504
20190606,21.2,18.6,25.1,7.5,2504
20190607,20,17,24.7,35.3,2592
20190608,21.9,16,27.6,0,2592
20190609,21.6,17.1,26.5,2.5,2592
20190610,18.4,15.7,21.9,9.5,2597
20190611,20.5,15.5,26.1,0,2595
20190612,21.5,16.1,26.4,0,2601
20190613,23,16.6,28.8,0,2630
20190614,23,19.1,28.4,0,2567
20190615,21.9,17.9,27.4,2.1,2567
20190616,22,16.1,27.2,0,2567
20190617,21.7,18.1,26.2,0,2538
20190618,20.8,17,24.8,13.8,2532
20190619,21.4,18.9,25.4,0.2,2529
20190620,22.7,19.8,27.8,0,2531
20190621,22.1,19.4,26.1,0.2,2526
20190622,24.2,17.7,30.6,0,2526
20190623,25,19.1,31,0,2526
20190624,25.2,20.9,30.9,0,2542
20190625,25.6,19.5,32.8,0,2559
20190626,25.5,20.7,29.5,0,2580
20190627,25.5,21.9,31.2,1.4,2606
20190628,24.7,22.3,29,0,2637
20190629,23.1,19.6,27.7,1.5,2637
20190630,23.9,20.9,28.5,0,2637
20190701,23.9,20.6,28.9,0,2618
20190702,24.4,20.8,30.1,0,2615
20190703,24.1,21.2,27.4,0,2566
20190704,25.4,20,32.8,0,2563
20190705,27.6,20.2,35,0,2587
20190706,29.7,24.6,36.1,0,2587
20190707,26.7,22.7,32.5,0,2587
20190708,25.1,21.2,31,0,2675
20190709,25,19.7,30,0,2725
20190710,22.7,19.3,27.3,8.5,2763
20190711,21.9,19.5,25.9,2.9,2821
20190712,23.6,20,28.7,0,2872
20190713,24.9,22.1,29.7,0,2872
20190714,25.9,21.2,31.6,0,2872
20190715,23.8,22.1,27.4,7.7,3035
20190716,24.7,21.4,28.8,6.3,3035
20190717,25.6,22.3,29.2,0.7,3041
20190718,26.9,23.3,32.1,0,3331
20190719,28.6,22.8,35,0,3480
20190720,28,25.1,31.9,1.1,3480
20190721,25.1,24.2,27,6.2,3480
20190722,26.7,24.2,31,0.1,3802
20190723,28.1,24.4,32.9,0,3727
20190724,26.5,25.2,27.2,1,3793
20190725,26.3,25.6,27.4,9.7,4072
20190726,25.1,23.7,25.9,60,3967
20190727,28.4,24.9,33.4,0.6,3967
20190728,26.1,25,28.2,25.6,3967
20190729,27.5,25.6,30,0.5,4026
20190730,28.1,26.3,30.8,1.2,4030
20190731,25.8,24,27.5,62.3,3885
20190801,26.3,23.5,30.1,26.9,3854
20190802,28.4,24.7,33.1,0,3734
20190803,29.4,25.6,36,3,3734
20190804,28.3,25,34.4,8.6,3734
20190805,30.5,25.6,35.9,0,4080
20190806,31.6,27.9,36.8,0,4349
20190807,26.9,23.9,30.3,8,4310
20190808,28.9,25.9,32.7,0,4376
20190809,29.8,26,34.6,0,4450
20190810,31.5,26.6,36.5,0,4450
20190811,30.4,26.3,35.7,6.7,4450
20190812,26.6,24.8,28.5,56.2,3954
20190813,29.2,25.1,35.3,6.4,3835
20190814,30.4,25.9,35.7,0,3816
20190815,25.9,23.9,28.6,16.2,3816
20190816,25.9,23,29.5,0.1,3875
20190817,25.9,23.4,28.8,0,3875
20190818,25.6,22.6,30.7,0,3875
20190819,26.3,21.2,31.3,0,4058
20190820,28.2,23.2,32.8,0,4399
20190821,27,24.4,30.4,1.3,4447
20190822,26.9,23,31.4,0,4691
20190823,26.2,22.7,30.5,0,4825
20190824,24.1,21.5,27.3,0,4825
20190825,25,20.2,29.9,0,4825
20190826,26.4,21.5,32.1,0,5353
20190827,25.7,22.2,29.3,20,5383
20190828,26.1,23.6,30.2,0,5394
20190829,23.4,20.1,26.4,36.9,5438
20190830,22.6,19.5,27,0.2,5519
20190831,23.5,18.5,28.9,0,5519
20190901,23.7,19.2,27.8,0,5519
20190902,24.4,19.4,29.7,0,5725
20190903,24.1,22,28,0,5722
20190904,22.8,21.2,25.5,22.7,5742
20190905,23,21.5,27.6,36.4,5661
20190906,25.3,21.6,29.1,2.4,5769
20190907,25.7,22.6,29.5,2.8,5769
20190908,24.7,22.9,27.3,0,5769
20190909,25.1,22.4,28,0,5620
20190910,23.8,22.1,26.5,63.2,5573
20190911,24.3,20.4,28.7,7.6,5533
20190912,21,18.7,22.9,3.9,5533
20190913,23.3,18.3,29.3,0.1,5533
20190914,22.4,20.8,24.1,0.3,5533
20190915,24.2,19.5,30,0,5533
20190916,24.5,20.7,30.5,0,5287
20190917,23.5,18,29,0,5252
20190918,21,16,25.4,0,5196
20190919,19.5,13.6,26,0,5120
20190920,19.6,15.8,24.2,0,5057
20190921,19.6,18.3,22.1,0,5057
20190922,18.6,17.3,19.6,0.4,5057
20190923,20,16.9,24.6,0,4953
20190924,19.8,13.9,26.5,0,5162
20190925,20.9,14.8,27.4,0,5155
20190926,22.9,17.7,29,0,5136
20190927,22.9,19.6,27,0,5095
20190928,23.7,19.4,29.2,0,5095
20190929,22.6,17.9,28.6,0,5095
20190930,22.4,16.4,29.9,0,4903
20191001,23.1,17.6,28.2,0,4832
20191002,21.6,20,24.2,23.1,4733
20191003,22.4,19.8,27.3,4.6,4733
20191004,22.4,18,27.8,0,4643
20191005,18.7,14.7,21.9,0.6,4643
20191006,18.1,13.2,22.7,0,4643
20191007,14.8,13.3,17.9,25.4,4492
20191008,14.7,10.6,19.8,0,4504
20191009,13.6,7.7,20.4,0,4504
20191010,15.2,10.7,19.8,0,4390
20191011,18.8,13,26.1,0,4065
20191012,17.9,13.3,23.3,0,4065
20191013,17.2,12.1,23.8,0,4065
20191014,14.4,9.5,19.6,0,3640
20191015,14.5,8.8,20.4,0,3615
20191016,14.6,9,20.8,0,3542
20191017,15.4,11.2,21.6,0,3406
20191018,17,12,22.7,0,3282
20191019,17,12.1,23.1,0,3282
20191020,16.5,12,22.9,0,3282
20191021,17.1,10.9,24.6,0,2975
20191022,18.1,13.3,24.4,0,3043
20191023,17,14.3,20.7,0,3031
20191024,18.3,15.3,23.8,0,3012
20191025,16.7,13.1,22,0,2994
20191026,10,6.6,14.9,0,2994
20191027,11,4.7,17.4,0,2994
20191028,12.9,7.4,17.7,1.7,2975
20191029,12.5,8.2,17.6,0.1,2956
20191030,11.2,5,17.7,0,2918
20191031,14.8,8.4,19.7,0,2855
20191101,14.9,11.4,20.5,0,2432
20191102,13.6,8.3,18.7,0,2432
20191103,14.7,9.4,22.1,0,2432
20191104,13.8,9.2,20.3,0,2606
20191105,12.4,8.4,18.4,0,2613
20191106,11,6.3,16.5,0,2569
20191107,9.2,5,13.6,0,2474
20191108,6.8,1.1,13,0,2476
20191109,9.5,3.5,17.2,0,2476
20191110,10,6.2,15.3,11.8,2476
20191111,11.2,7.9,15.1,1.1,2754
20191112,9.3,4.8,14.5,0,2760
20191113,7.2,3,11.3,7.5,2694
20191114,1.3,-2.5,5,0,2351
20191115,5.6,1.4,7.6,18.8,2121
20191116,6.8,3.8,12.7,0,2121
20191117,8.3,5.6,10.5,21.1,2121
20191118,4.6,0.4,12.7,14.7,2269
20191119,0.2,-3.5,4,0,2283
20191120,0.5,-4.6,6.3,0,2309
20191121,4.2,-2.3,9,0,2332
20191122,9.7,3,17.3,0,2476
20191123,12.1,7.7,17.7,0,2476
20191124,9.8,4.6,15.6,3.8,2476
20191125,1.9,-1.2,6,0,2363
20191126,6.6,1.2,13.7,0,2465
20191127,3.1,0.3,6.8,0,2548
20191128,3.5,-0.6,10.4,0,2421
20191129,1.5,-3.4,6.9,0,2408
20191130,4.1,-1.4,9.3,0,2408
20191201,4.6,2.3,6.2,3.3,2408
20191202,-0.1,-3.2,2.8,0,2424
20191203,0.5,-5,4.2,0.6,2639
20191204,2,-2,7.2,0,2612
20191205,-4.4,-8.5,-0.2,0,2584
20191206,-5.9,-10.6,-1,0,2584
20191207,-2.4,-5.5,1.2,0.1,2584
20191208,-0.9,-5.5,4.9,0,2584
20191209,3.2,-1.3,8,0,2372
20191210,8.1,6,10.8,1.7,2359
20191211,6.3,0.1,9.8,0.2,2346
20191212,-0.7,-3.5,3.4,0,2338
20191213,2.1,-3.7,5.9,1,2327
20191214,2.7,-0.1,6.4,0,2327
20191215,5.3,0.4,11,0,2327
20191216,7.8,2.1,12.9,0,2302
20191217,7.7,3.2,10.2,9.8,2444
20191218,0.8,-1.7,5.2,0,2448
20191219,-0.8,-4.5,3.1,0,2401
20191220,-1.1,-3.5,2,0,2393
20191221,-1.2,-5.1,1.5,0.6,2393
20191222,4.1,0.3,8.4,0.3,2393
20191223,3.4,0.3,5.2,2.9,2490
20191224,0.8,-2.9,6.5,0,2615
20191225,2,-2.7,6.6,0,2615
20191226,2,-2.4,4.1,0.3,2607
20191227,-1.7,-4.6,2.6,0,2778
20191228,1.1,-3.6,6.1,0,2778
20191229,3.8,1.1,6.2,1.4,2778
20191230,2.7,-5.7,6.8,0.4,2952
20191231,-7.9,-10.9,-4.5,0,3156
20200101,-2.2,-6.5,0.3,0.1,3156
20200102,1,-0.7,3.8,0,3172
20200103,-0.1,-3.4,4.6,0,3189
20200104,1.2,-2.8,6.1,0,3189
20200105,1.3,-3.2,6.6,0,3189
20200106,3.1,0.6,4.6,1.8,2841
20200107,6.3,4.2,7.7,46.3,2857
20200108,2.4,-0.4,8.9,11.6,2857
20200109,-1.2,-3.1,2,0,2503
20200110,-0.6,-4.3,4.2,0,2403
20200111,-0.1,-2.6,3.9,0,2403
20200112,-1,-3.5,2.8,0,2403
20200113,-2.9,-4.7,0.2,0,2367
20200114,-2.3,-5.7,2.6,0,2369
20200115,-2.7,-6.4,2.2,0,2371
20200116,-1.7,-5.5,3.2,0,2372
20200117,-0.6,-4.8,4.9,0,2373
20200118,0.3,-4.1,5.9,0,2373
20200119,1.9,-0.4,5.3,0.6,2373
20200120,0.7,-3.3,5.5,0,2372
20200121,-0.4,-5.6,5.5,0,2382
20200122,3,-0.1,7.8,0,2395
20200123,4.6,0,9.9,0,2409
20200124,2.8,-1.3,7.4,0,2409
20200125,4.3,0.6,8.8,0,2409
20200126,5.5,-0.2,11.9,0,2409
